id_sinistro,id_polizza,data_denuncia,tipo_danno,tipo_modulo_cai,regione_sinistro,importo_stimato_perito,importo_indennizzo_liquidato,esito_sinistro,data_offerta,data_accettazione_danneggiato,data_liquidazione
1170,2859,2026-01-08,Incendio ed elementi naturali,,Lazio,11093.08,10529.37,liquidato,2026-02-10,2026-02-24,2026-03-02
1171,3892,2025-12-05,Incendio ed elementi naturali,,Piemonte,9522.32,9019.86,liquidato,2025-12-29,2026-01-04,2026-01-08
1172,1999,2026-05-17,Altri danni ai beni,,Valle d'Aosta,3307.44,,in_contenzioso,2026-06-29,,
1173,170,2026-07-26,Corpi di veicoli terrestri,,Trentino-Alto Adige,5048.33,4425.44,liquidato,2026-08-09,2026-08-22,2026-08-30
1174,4073,2026-03-24,Incendio ed elementi naturali,,Lombardia,9223.35,8915.99,liquidato,2026-04-28,2026-05-06,2026-05-14
1175,815,2025-10-30,Altri danni ai beni,,Puglia,3699.65,3665.46,liquidato,2025-12-08,2025-12-09,2025-12-21
1176,1668,2025-02-11,Corpi di veicoli terrestri,,Marche,4602.87,,aperto,,,
1177,3895,2026-03-17,RC generale,,Abruzzo,4889.41,,aperto,,,
1178,3192,2023-11-25,RC generale,,Valle d'Aosta,13731.35,13726.23,liquidato,2024-01-19,2024-01-24,2024-02-02
1179,665,2026-04-23,Altri danni ai beni,,Abruzzo,3412.46,,respinto,,,
1180,1709,2024-04-19,RC generale,,Basilicata,2474.32,1937.17,liquidato,2024-05-13,2024-05-18,2024-05-22
1181,3749,2024-03-25,Incendio ed elementi naturali,,Basilicata,2737.06,2483.95,liquidato,2024-05-05,2024-05-11,2024-05-14
1182,2799,2023-09-04,Incendio ed elementi naturali,,Sardegna,6145.12,,respinto,,,
1183,3739,2024-11-28,RC autoveicoli terrestri,congiunto,Emilia-Romagna,9989.06,9781.21,liquidato,2024-12-21,2024-12-23,2025-01-07
1184,317,2025-10-25,RC autoveicoli terrestri,unilaterale,Molise,11325.75,10916.39,liquidato,2025-11-17,2025-12-05,2025-12-17
1185,3883,2025-10-24,Altri danni ai beni,,Lazio,547.74,436.3,liquidato,2025-11-14,2025-12-01,2025-12-11
1186,848,2024-03-23,Altri danni ai beni,,Friuli-Venezia Giulia,511.22,,in_contenzioso,2024-05-08,,
1187,3587,2025-04-11,Corpi di veicoli terrestri,,Lazio,4972.49,,respinto,,,
1188,3787,2025-02-06,Incendio ed elementi naturali,,Friuli-Venezia Giulia,9572.81,8820.68,liquidato,2025-02-16,2025-02-26,2025-03-08
1189,2139,2025-01-19,RC autoveicoli terrestri,unilaterale,Sardegna,1030.93,1006.14,liquidato,2025-03-11,2025-03-25,2025-03-30
1190,333,2026-05-14,Altri danni ai beni,,Valle d'Aosta,899.0,719.58,liquidato,2026-06-27,2026-07-10,2026-07-16
1191,3497,2023-05-12,RC autoveicoli terrestri,unilaterale,Emilia-Romagna,4210.25,,aperto,,,
1192,1956,2023-09-09,RC generale,,Campania,5888.44,5229.71,liquidato,2023-10-05,2023-10-23,2023-10-30
1193,1604,2025-09-02,Corpi di veicoli terrestri,,Molise,2789.96,2330.33,liquidato,2025-09-21,2025-09-26,2025-09-29
1194,3844,2025-11-03,RC autoveicoli terrestri,congiunto,Sardegna,5841.54,,aperto,,,
1195,3294,2023-10-23,RC generale,,Molise,,7207.35,liquidato,2023-11-04,2023-11-22,2023-12-05
1196,215,2025-09-04,Incendio ed elementi naturali,,Basilicata,13160.85,12409.63,liquidato,2025-10-02,2025-10-16,2025-10-20
1197,3386,2026-08-01,RC autoveicoli terrestri,unilaterale,Marche,3457.5,3427.39,liquidato,2026-09-05,2026-09-21,2026-09-24
1198,1790,2026-05-16,RC generale,,Veneto,10889.42,,respinto,,,
1199,4277,2024-05-22,RC generale,,Puglia,14713.84,,aperto,,,
1200,3320,2024-05-28,RC generale,,Calabria,14259.01,13484.5,liquidato,2024-06-25,2024-07-02,2024-07-10
1201,2146,2024-11-11,RC autoveicoli terrestri,unilaterale,Molise,12368.55,11818.26,liquidato,2024-12-20,2025-01-09,2025-01-14
1202,3182,2024-06-10,RC autoveicoli terrestri,unilaterale,Abruzzo,7460.99,7605.34,liquidato,2024-07-28,2024-08-13,2024-08-17
1203,637,2023-05-31,RC generale,,Piemonte,200,0.0,liquidato,2023-06-12,2023-06-15,2023-06-25
1204,3850,2024-09-22,RC generale,,Lombardia,9574.71,9052.65,liquidato,2024-10-12,2024-10-20,2024-11-03
1205,2523,2026-05-30,RC generale,,Lombardia,11701.73,11522.1,liquidato,2026-06-10,2026-06-14,2026-06-19
1206,2755,2024-04-11,Altri danni ai beni,,Puglia,2424.63,2256.77,liquidato,2024-04-30,2024-05-01,2024-05-06
1207,216,2024-11-21,RC generale,,Basilicata,4856.29,4559.12,liquidato,2024-12-11,2024-12-22,2024-12-26
1208,3191,2024-12-08,RC autoveicoli terrestri,unilaterale,Marche,5110.33,5245.24,liquidato,2025-01-25,2025-01-26,2025-02-07
1209,1448,2026-07-21,Altri danni ai beni,,Sicilia,2113.4,,in_contenzioso,2026-08-09,,
1210,1570,2026-05-15,Incendio ed elementi naturali,,Liguria,6616.17,6019.41,liquidato,2026-06-13,2026-06-19,2026-06-30
1211,3000,2025-09-27,Altri danni ai beni,,Umbria,635.29,532.55,liquidato,2025-10-08,2025-10-27,2025-11-10
1212,932,2026-01-14,Corpi di veicoli terrestri,,Trentino-Alto Adige,4192.05,3648.48,liquidato,2026-02-09,2026-02-11,2026-02-21
1213,857,2025-08-10,RC generale,,Abruzzo,2986.91,,aperto,,,
1214,3826,2026-03-10,RC generale,,Trentino-Alto Adige,7439.14,6790.19,liquidato,2026-03-26,2026-04-10,2026-04-25
1215,305,2026-02-26,Incendio ed elementi naturali,,Puglia,11765.9,,respinto,,,
1216,2793,2024-02-06,Incendio ed elementi naturali,,Liguria,6606.51,,in_contenzioso,2024-03-23,,
1217,441,2024-06-13,RC autoveicoli terrestri,congiunto,Liguria,8761.17,8483.44,liquidato,2024-06-23,2024-06-26,2024-07-03
1218,1587,2025-10-23,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,7508.23,7422.26,liquidato,2025-12-15,2026-01-04,2026-01-11
1219,1010,2026-08-05,RC generale,,Friuli-Venezia Giulia,11041.41,10246.39,liquidato,2026-08-15,2026-09-02,2026-09-11
1220,3074,2025-10-03,Incendio ed elementi naturali,,Campania,15021.79,,in_contenzioso,2025-10-29,,
1221,4292,2024-04-25,Altri danni ai beni,,Trentino-Alto Adige,2060.61,1935.04,liquidato,2024-06-15,2024-06-30,2024-07-08
1222,3985,2024-12-05,RC autoveicoli terrestri,congiunto,Abruzzo,5791.05,5923.99,liquidato,2024-12-25,2024-12-28,2025-01-07
1223,707,2026-07-21,RC autoveicoli terrestri,congiunto,Puglia,200,203.72,liquidato,2026-08-15,2026-08-28,2026-09-01
1224,398,2023-02-18,RC autoveicoli terrestri,congiunto,Liguria,8605.93,8663.88,liquidato,2023-03-10,2023-03-27,2023-04-03
1225,3678,2025-02-12,RC generale,,Liguria,2367.05,1840.47,liquidato,2025-03-15,2025-03-23,2025-04-07
1226,1589,2024-10-08,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,10412.19,,aperto,,,
1227,1080,2025-12-04,RC generale,,Liguria,6880.49,,respinto,,,
1228,3807,2026-06-25,Altri danni ai beni,,Toscana,1529.25,1222.59,liquidato,2026-08-06,2026-08-07,2026-08-17
1229,2448,2026-05-21,Incendio ed elementi naturali,,Trentino-Alto Adige,2055.69,1813.65,liquidato,2026-06-08,2026-06-12,2026-06-24
1230,1196,2026-03-19,RC generale,,Abruzzo,11041.84,10934.73,liquidato,2026-05-07,2026-05-11,2026-05-20
1231,325,2026-08-03,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,11568.68,11787.45,liquidato,2026-08-27,2026-09-08,2026-09-22
1232,784,2024-01-13,RC autoveicoli terrestri,unilaterale,Piemonte,5519.89,5508.4,liquidato,2024-02-14,2024-02-20,2024-02-24
1233,2713,2023-07-01,Corpi di veicoli terrestri,,Sicilia,1892.3,1407.74,liquidato,2023-08-15,2023-09-04,2023-09-14
1234,1729,2024-03-06,RC autoveicoli terrestri,unilaterale,Sardegna,,11332.68,liquidato,2024-04-25,2024-05-12,2024-05-16
1235,1381,2024-04-07,Altri danni ai beni,,Trentino-Alto Adige,1543.44,1328.89,liquidato,2024-05-12,2024-05-24,2024-05-31
1236,353,2024-03-02,RC autoveicoli terrestri,congiunto,Veneto,8332.41,,aperto,,,
1237,360,2026-04-28,Corpi di veicoli terrestri,,Emilia-Romagna,3924.22,3641.29,liquidato,2026-06-15,2026-06-25,2026-07-07
1238,2495,2024-10-21,Incendio ed elementi naturali,,Toscana,5345.25,4316.09,liquidato,2024-12-20,2024-12-22,2025-01-03
1239,2519,2025-11-05,Incendio ed elementi naturali,,Lazio,3795.69,2845.2,liquidato,2025-11-15,2025-12-01,2025-12-11
1240,419,2025-02-26,Corpi di veicoli terrestri,,Calabria,3099.76,2890.08,liquidato,2025-03-09,2025-03-28,2025-04-03
1241,3174,2024-03-07,RC autoveicoli terrestri,congiunto,Lazio,2573.74,2544.03,liquidato,2024-04-03,2024-04-08,2024-04-22
1242,852,2024-12-05,RC autoveicoli terrestri,congiunto,Umbria,4819.64,4525.08,liquidato,2024-12-26,2025-01-13,2025-01-24
1243,143,2025-07-13,Altri danni ai beni,,Friuli-Venezia Giulia,1722.72,1485.11,liquidato,2025-07-30,2025-08-10,2025-08-17
1244,2540,2024-10-04,RC autoveicoli terrestri,congiunto,Toscana,8242.97,8037.4,liquidato,2024-10-27,2024-10-28,2024-11-10
1245,3186,2024-09-12,Corpi di veicoli terrestri,,Piemonte,,6424.07,liquidato,2024-10-29,2024-11-14,2024-11-20
1246,2744,2024-02-26,RC autoveicoli terrestri,unilaterale,Sardegna,10592.95,10671.8,liquidato,2024-03-19,2024-03-25,2024-03-28
1247,1994,2024-07-12,RC autoveicoli terrestri,unilaterale,Veneto,4944.3,4778.47,liquidato,2024-07-26,2024-08-06,2024-08-15
1248,1682,2026-06-27,Altri danni ai beni,,Lombardia,3799.07,3662.92,liquidato,2026-07-24,2026-07-26,2026-07-30
1249,130,2025-03-30,RC generale,,Friuli-Venezia Giulia,14518.25,14215.71,liquidato,2025-05-08,2025-05-21,2025-05-28
1250,4110,2026-01-18,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,5913.19,5771.12,liquidato,2026-02-06,2026-02-10,2026-02-19
1251,2906,2026-03-10,Altri danni ai beni,,Valle d'Aosta,1771.97,1628.56,liquidato,2026-03-22,2026-04-01,2026-04-10
1252,4221,2026-07-04,Altri danni ai beni,,Trentino-Alto Adige,1755.98,1553.77,liquidato,2026-07-24,2026-08-01,2026-08-13
1253,3195,2024-11-22,RC autoveicoli terrestri,congiunto,Toscana,7040.1,6893.48,liquidato,2024-12-02,2024-12-19,2025-01-02
1254,1159,2024-07-13,RC autoveicoli terrestri,unilaterale,Sardegna,3920.57,3668.91,liquidato,2024-09-01,2024-09-16,2024-09-29
1255,1745,2024-04-01,Altri danni ai beni,,Umbria,1733.01,,respinto,,,
1256,1358,2026-03-02,Incendio ed elementi naturali,,Friuli-Venezia Giulia,24435.08,24547.66,liquidato,2026-03-12,2026-03-15,2026-03-26
1257,2365,2026-05-18,Altri danni ai beni,,Campania,2382.79,2211.79,liquidato,2026-06-20,2026-07-04,2026-07-16
1258,4292,2024-11-24,Altri danni ai beni,,Molise,1437.57,1375.03,liquidato,2024-12-21,2025-01-07,2025-01-20
1259,1280,2024-05-13,RC generale,,Veneto,12553.64,12261.15,liquidato,2024-06-30,2024-07-16,2024-07-25
1260,2434,2023-05-05,Corpi di veicoli terrestri,,Marche,6715.95,6635.8,liquidato,2023-06-28,2023-07-09,2023-07-18
1261,577,2026-03-30,Incendio ed elementi naturali,,Abruzzo,12288.32,11156.64,liquidato,2026-04-19,2026-05-02,2026-05-11
1262,84,2025-03-26,Incendio ed elementi naturali,,Liguria,24319.88,23483.2,liquidato,2025-04-18,2025-05-04,2025-05-19
1263,3787,2025-05-15,Incendio ed elementi naturali,,Friuli-Venezia Giulia,13404.15,,respinto,,,
1264,1520,2024-05-16,Incendio ed elementi naturali,,Toscana,5149.52,4102.69,liquidato,2024-06-27,2024-06-30,2024-07-05
1265,4027,2025-04-02,RC autoveicoli terrestri,unilaterale,Molise,10042.3,9543.24,liquidato,2025-04-18,2025-05-07,2025-05-19
1266,3782,2024-10-29,Incendio ed elementi naturali,,Toscana,19289.96,18552.45,liquidato,2024-12-10,2024-12-20,2025-01-03
1267,3335,2025-12-26,Incendio ed elementi naturali,,Campania,3154.43,,respinto,,,
1268,302,2026-08-12,RC autoveicoli terrestri,unilaterale,Liguria,13364.38,13560.68,liquidato,2026-09-24,2026-10-11,2026-10-18
1269,248,2026-08-19,RC autoveicoli terrestri,congiunto,Abruzzo,4638.31,4704.87,liquidato,2026-09-15,2026-09-26,2026-09-30
1270,210,2025-05-21,Corpi di veicoli terrestri,,Basilicata,4927.97,4423.59,liquidato,2025-07-16,2025-07-30,2025-08-14
1271,3961,2024-09-01,RC autoveicoli terrestri,congiunto,Calabria,12409.72,11886.73,liquidato,2024-09-18,2024-09-23,2024-10-03
1272,3278,2026-06-14,Corpi di veicoli terrestri,,Veneto,1734.2,1237.17,liquidato,2026-07-24,2026-08-04,2026-08-13
1273,1653,2025-04-27,RC autoveicoli terrestri,congiunto,Molise,11298.59,11196.42,liquidato,2025-05-24,2025-06-07,2025-06-13
1274,2901,2025-08-31,Incendio ed elementi naturali,,Lombardia,26493.67,25743.42,liquidato,2025-09-13,2025-09-15,2025-09-18
1275,2589,2024-07-22,Altri danni ai beni,,Trentino-Alto Adige,,,respinto,,,
1276,4207,2026-04-19,Altri danni ai beni,,Valle d'Aosta,516.54,376.62,liquidato,2026-06-08,2026-06-25,2026-06-29
1277,4190,2026-08-24,RC autoveicoli terrestri,congiunto,Umbria,7977.8,7931.07,liquidato,2026-09-15,2026-09-17,2026-09-22
1278,1491,2025-12-21,Incendio ed elementi naturali,,Sardegna,13003.23,12423.6,liquidato,2026-02-07,2026-02-19,2026-02-28
1279,775,2024-06-12,Incendio ed elementi naturali,,Lazio,25462.51,,aperto,,,
1280,1541,2024-10-06,Corpi di veicoli terrestri,,Lombardia,2350.56,2163.65,liquidato,2024-11-20,2024-12-03,2024-12-12
1281,2504,2026-04-06,RC autoveicoli terrestri,congiunto,Marche,6815.57,6688.61,liquidato,2026-04-29,2026-05-14,2026-05-25
1282,2198,2024-09-13,Incendio ed elementi naturali,,Veneto,16328.89,,respinto,,,
1283,893,2024-04-08,RC autoveicoli terrestri,congiunto,Molise,9449.82,9192.34,liquidato,2024-04-30,2024-05-02,2024-05-10
1284,4042,2025-04-15,RC generale,,Umbria,11150.03,10676.08,liquidato,2025-05-29,2025-06-18,2025-06-27
1285,2329,2023-06-26,Corpi di veicoli terrestri,,Emilia-Romagna,200,,respinto,,,
1286,4080,2023-11-04,Altri danni ai beni,,Calabria,2396.5,2341.11,liquidato,2023-11-21,2023-12-11,2023-12-20
1287,2497,2024-11-21,Corpi di veicoli terrestri,,Marche,4645.58,4099.39,liquidato,2024-12-26,2025-01-14,2025-01-28
1288,2183,2024-10-10,RC autoveicoli terrestri,unilaterale,Sardegna,8165.24,,aperto,,,
1289,185,2025-04-20,RC autoveicoli terrestri,congiunto,Sicilia,1697.92,1435.44,liquidato,2025-05-11,2025-05-26,2025-06-01
1290,538,2025-11-14,Altri danni ai beni,,Lombardia,3148.97,3138.59,liquidato,2026-01-01,2026-01-06,2026-01-17
1291,3477,2026-02-03,RC generale,,Toscana,15305.82,,aperto,,,
1292,3299,2025-04-26,Incendio ed elementi naturali,,Friuli-Venezia Giulia,11420.06,,respinto,,,
1293,2328,2024-02-20,Altri danni ai beni,,Campania,756.13,551.67,liquidato,2024-03-25,2024-04-08,2024-04-15
1294,4093,2023-05-06,Altri danni ai beni,,Sardegna,2133.11,2015.59,liquidato,2023-06-15,2023-06-23,2023-06-30
1295,3542,2026-08-12,Corpi di veicoli terrestri,,Trentino-Alto Adige,1275.29,,aperto,,,
1296,3977,2024-04-15,RC autoveicoli terrestri,unilaterale,Puglia,2734.18,,aperto,,,
1297,409,2026-08-21,Altri danni ai beni,,Trentino-Alto Adige,625.3,423.14,liquidato,2026-10-09,2026-10-23,2026-11-02
1298,3727,2025-08-15,RC autoveicoli terrestri,unilaterale,Friuli-Venezia Giulia,10342.61,10118.78,liquidato,2025-09-05,2025-09-12,2025-09-22
1299,3384,2026-08-19,RC autoveicoli terrestri,congiunto,Basilicata,5249.97,5106.55,liquidato,2026-08-30,2026-09-15,2026-09-26
1300,3677,2024-06-30,RC autoveicoli terrestri,unilaterale,Piemonte,6499.02,6421.7,liquidato,2024-08-19,2024-09-03,2024-09-18
1301,598,2024-04-28,RC generale,,Umbria,10621.75,9973.29,liquidato,2024-06-26,2024-07-08,2024-07-15
1302,3129,2025-03-21,RC generale,,Trentino-Alto Adige,15553.91,15180.28,liquidato,2025-04-27,2025-05-10,2025-05-18
1303,2717,2024-08-23,Altri danni ai beni,,Toscana,822.5,623.77,liquidato,2024-09-27,2024-10-08,2024-10-20
1304,1242,2024-04-16,Corpi di veicoli terrestri,,Calabria,5412.85,5243.8,liquidato,2024-05-20,2024-06-01,2024-06-15
1305,3919,2025-12-09,Incendio ed elementi naturali,,Emilia-Romagna,11059.45,10659.74,liquidato,2026-01-20,2026-01-21,2026-01-27
1306,1180,2023-09-11,RC autoveicoli terrestri,unilaterale,Emilia-Romagna,8178.4,,aperto,,,
1307,4093,2024-02-17,RC autoveicoli terrestri,unilaterale,Sardegna,8604.48,,aperto,,,
1308,991,2025-08-03,Corpi di veicoli terrestri,,Calabria,200,0.0,liquidato,2025-09-09,2025-09-14,2025-09-20
1309,3192,2024-01-01,RC generale,,Valle d'Aosta,11130.44,11039.11,liquidato,2024-02-27,2024-03-02,2024-03-11
1310,2933,2026-01-21,Incendio ed elementi naturali,,Basilicata,4344.68,3385.32,liquidato,2026-02-26,2026-03-04,2026-03-19
1311,316,2024-03-23,Corpi di veicoli terrestri,,Lombardia,4293.28,,aperto,,,
1312,2978,2024-06-13,RC generale,,Liguria,9357.0,8848.96,liquidato,2024-07-09,2024-07-16,2024-07-23
1313,589,2024-08-22,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,9563.79,9395.95,liquidato,2024-10-18,2024-10-28,2024-11-03
1314,2336,2024-09-17,RC generale,,Trentino-Alto Adige,14501.08,,aperto,,,
1315,3159,2023-12-03,RC autoveicoli terrestri,congiunto,Umbria,8158.63,7915.47,liquidato,2023-12-18,2023-12-19,2023-12-23
1316,3960,2025-12-28,RC autoveicoli terrestri,congiunto,Liguria,16009.76,16208.03,liquidato,2026-01-23,2026-02-10,2026-02-20
1317,3900,2026-08-02,RC generale,,Emilia-Romagna,5054.54,4814.67,liquidato,2026-09-14,2026-09-16,2026-07-22
1318,4183,2024-02-27,Corpi di veicoli terrestri,,Trentino-Alto Adige,1122.64,,aperto,,,
1319,676,2025-12-05,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,10056.99,9704.93,liquidato,2025-12-26,2026-01-03,2026-01-07
1320,3593,2026-05-11,Altri danni ai beni,,Umbria,2403.89,2162.34,liquidato,2026-06-01,2026-06-05,2026-06-10
1321,2748,2025-05-14,RC autoveicoli terrestri,unilaterale,Emilia-Romagna,6084.8,,in_contenzioso,2025-06-29,,
1322,1530,2024-07-26,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,4042.2,,respinto,,,
1323,2160,2024-07-21,RC autoveicoli terrestri,unilaterale,Calabria,9038.78,8840.44,liquidato,2024-08-08,2024-08-27,2024-09-06
1324,2273,2026-05-14,Incendio ed elementi naturali,,Veneto,5722.14,4628.08,liquidato,2026-06-28,2026-07-09,2026-07-23
1325,2414,2024-12-27,Incendio ed elementi naturali,,Liguria,11051.02,10272.86,liquidato,2025-02-22,2025-03-06,2025-03-10
1326,455,2024-07-12,RC generale,,Molise,6342.5,,aperto,,,
1327,4206,2024-03-16,RC autoveicoli terrestri,congiunto,Sicilia,11522.97,10986.99,liquidato,2024-04-01,2024-04-10,2024-04-15
1328,2933,2026-05-06,Incendio ed elementi naturali,,Basilicata,9704.04,8638.26,liquidato,2026-07-04,2026-07-10,2026-07-18
1329,4035,2025-06-18,Incendio ed elementi naturali,,Puglia,17405.09,16601.68,liquidato,2025-06-28,2025-07-12,2025-07-26
1330,590,2025-02-05,Corpi di veicoli terrestri,,Puglia,1085.86,,respinto,,,
1331,704,2024-12-18,RC generale,,Trentino-Alto Adige,11005.98,10249.02,liquidato,2025-01-28,2025-02-13,2025-02-18
1332,439,2024-09-01,RC generale,,Veneto,13338.42,13023.89,liquidato,2024-09-21,2024-09-25,2024-09-28
1333,109,2024-08-04,Corpi di veicoli terrestri,,Veneto,3903.26,3446.02,liquidato,2024-09-02,2024-09-06,2024-09-18
1334,2091,2023-12-15,Incendio ed elementi naturali,,Emilia-Romagna,200,,in_contenzioso,2024-02-06,,
1335,4229,2024-07-22,RC autoveicoli terrestri,congiunto,Liguria,10297.63,10309.67,liquidato,2024-08-18,2024-08-24,2024-09-04
1336,3780,2023-09-01,Altri danni ai beni,,Emilia-Romagna,2375.34,2276.36,liquidato,2023-09-25,2023-10-08,2023-10-19
1337,57,2026-08-23,RC autoveicoli terrestri,unilaterale,Toscana,4795.75,4863.98,liquidato,2026-10-01,2026-10-21,2026-10-31
1338,3017,2025-06-20,Corpi di veicoli terrestri,,Abruzzo,3953.85,3732.69,liquidato,2025-07-04,2025-07-21,2025-07-29
1339,558,2024-07-14,Altri danni ai beni,,Trentino-Alto Adige,1311.43,1100.43,liquidato,2024-09-03,2024-09-07,2024-09-22
1340,2071,2024-07-20,RC autoveicoli terrestri,congiunto,Liguria,4688.62,4652.89,liquidato,2024-08-04,2024-08-22,2024-09-04
1341,2971,2024-07-31,Altri danni ai beni,,Basilicata,586.86,485.22,liquidato,2024-08-16,2024-08-17,2024-08-28
1342,2241,2026-08-05,RC generale,,Trentino-Alto Adige,8019.18,7902.5,liquidato,2026-09-24,2026-10-14,2026-10-23
1343,3252,2025-02-16,Corpi di veicoli terrestri,,Basilicata,2118.72,1858.46,liquidato,2025-03-29,2025-04-14,2025-04-22
1344,4190,2026-08-23,RC autoveicoli terrestri,unilaterale,Umbria,1007.6,988.85,liquidato,2026-09-25,2026-10-04,2026-10-14
1345,918,2025-11-24,Corpi di veicoli terrestri,,Lazio,5303.54,5047.58,liquidato,2026-01-23,2026-02-02,2026-02-11
1346,1651,2026-08-24,RC autoveicoli terrestri,congiunto,Sardegna,9422.5,,respinto,,,
1347,601,2026-01-10,Altri danni ai beni,,Friuli-Venezia Giulia,1010.68,802.96,liquidato,2026-02-06,2026-02-26,2026-03-12
1348,1482,2023-09-26,Corpi di veicoli terrestri,,Molise,2154.35,,aperto,,,
1349,113,2023-11-06,Altri danni ai beni,,Lazio,3545.4,3375.41,liquidato,2023-12-06,2023-12-20,2023-12-30
1350,1786,2025-02-15,Incendio ed elementi naturali,,Umbria,8866.81,,aperto,,,
1351,3995,2025-08-13,RC autoveicoli terrestri,congiunto,Liguria,4391.91,4106.63,liquidato,2025-09-10,2025-09-16,2025-09-30
1352,1708,2024-08-26,RC autoveicoli terrestri,unilaterale,Marche,6775.79,,aperto,,,
1353,930,2026-08-22,RC generale,,Umbria,8009.82,7373.01,liquidato,2026-09-18,2026-09-26,2026-10-01
1354,1798,2025-09-18,RC generale,,Sicilia,4496.23,4066.26,liquidato,2025-10-31,2025-11-16,2025-12-01
1355,3948,2026-06-10,RC generale,,Liguria,9725.84,9226.97,liquidato,2026-06-27,2026-07-15,2026-07-28
1356,3813,2025-05-27,Incendio ed elementi naturali,,Lombardia,19655.62,18411.45,liquidato,2025-07-02,2025-07-14,2025-07-22
1357,1330,2026-06-01,RC autoveicoli terrestri,unilaterale,Liguria,2501.24,2226.83,liquidato,2026-07-04,2026-07-14,2026-07-17
1358,4242,2026-01-22,Incendio ed elementi naturali,,Liguria,15328.07,14037.09,liquidato,2026-02-14,2026-02-21,2026-03-02
1359,45,2024-04-14,Corpi di veicoli terrestri,,Molise,5763.29,,aperto,,,
1360,929,2023-11-14,RC autoveicoli terrestri,unilaterale,Puglia,8590.08,,aperto,,,
1361,240,2026-04-27,Altri danni ai beni,,Lazio,207.59,7.56,liquidato,2026-06-10,2026-06-14,2026-06-23
1362,625,2024-05-26,Corpi di veicoli terrestri,,Liguria,4561.68,4528.79,liquidato,2024-06-20,2024-07-04,2024-07-17
1363,486,2026-08-07,Incendio ed elementi naturali,,Abruzzo,27253.52,,respinto,,,
1364,2543,2024-08-01,RC autoveicoli terrestri,congiunto,Molise,8188.03,7994.07,liquidato,2024-08-14,2024-08-31,2024-09-07
